order_id,customer_id,seller_id,product_id,order_timestamp,order_date,order_hour,category,city,state,age_group,loyalty_tier,seller_tier,platform,payment_method,base_amount,discount_amount,delivery_fee,final_amount,status,delivery_time_hrs,rating
30616,6253,268,907,2024-06-07 07:58:44,2024-06-07,7,Fashion,Delhi,Delhi,18-24,silver,B,App,Credit Card,1567.78,39.75,0,1528.03,delivered,33.95,3
30617,1503,135,42,2024-06-09 17:26:22,2024-06-09,17,Beauty,Hyderabad,Telangana,35-44,silver,B,Website,Debit Card,1927.3,103.95,0,1823.35,delivered,91.26,2
30618,7825,650,527,2024-06-15 07:40:51,2024-06-15,7,Grocery,Hyderabad,Telangana,55+,bronze,B,Website,UPI,126.09,0.49,29,154.6,delivered,25.03,4
30619,6801,389,833,2024-06-01 23:51:37,2024-06-01,23,Electronics,Kolkata,West Bengal,35-44,bronze,A,Website,UPI,30921.58,765.41,0,30156.17,delivered,55.68,4
30620,5786,790,1308,2024-06-01 21:29:26,2024-06-01,21,Home & Kitchen,Ahmedabad,Gujarat,35-44,gold,B,Website,Credit Card,11041.42,850.0,0,10191.42,delivered,64.07,5
30621,11245,214,1475,2024-06-14 21:53:20,2024-06-14,21,Fashion,Delhi,Delhi,25-34,bronze,B,App,COD,497.54,13.76,59,542.78,delivered,24.12,5
30622,5678,312,790,2024-06-11 22:54:46,2024-06-11,22,Books,Kolkata,West Bengal,25-34,silver,C,App,Credit Card,1000.47,45.35,0,955.12,delivered,32.2,5
30623,7461,503,917,2024-06-06 19:18:41,2024-06-06,19,Food,Kolkata,West Bengal,35-44,platinum,B,App,COD,135.36,24.39,59,169.97,delivered,41.33,5
30624,11016,793,163,2024-06-04 12:48:42,2024-06-04,12,Food,Delhi,Delhi,45-54,silver,C,App,COD,407.65,22.54,39,424.11,cancelled,,1
30625,846,252,1965,2024-06-10 23:20:36,2024-06-10,23,Home & Kitchen,Ahmedabad,Gujarat,25-34,gold,C,App,UPI,10950.71,970.27,0,9980.44,delivered,46.09,4
30626,1508,405,1337,2024-06-13 13:24:12,2024-06-13,13,Food,Mumbai,Maharashtra,25-34,bronze,C,App,Debit Card,579.65,16.97,0,562.68,delivered,4.62,4
30627,3492,42,179,2024-06-09 21:11:24,2024-06-09,21,Sports,Jaipur,Rajasthan,35-44,bronze,B,App,UPI,9745.08,202.13,0,9542.95,delivered,28.16,4
30628,3179,521,470,2024-06-10 20:42:56,2024-06-10,20,Fashion,Chennai,Tamil Nadu,25-34,bronze,B,App,UPI,3793.33,38.99,0,3754.34,delivered,17.81,4
30629,11897,91,774,2024-06-04 18:53:33,2024-06-04,18,Beauty,Kolkata,West Bengal,25-34,silver,B,App,UPI,3364.98,70.63,0,3294.35,delivered,16.23,5
30630,10113,687,1394,2024-06-12 19:30:18,2024-06-12,19,Food,Surat,Gujarat,25-34,silver,B,Website,UPI,741.26,44.25,0,697.01,cancelled,,1
30631,11214,468,1414,2024-06-04 00:38:40,2024-06-04,0,Grocery,Mumbai,Maharashtra,25-34,platinum,C,Website,UPI,1907.34,202.82,0,1704.52,delivered,59.24,5
30632,7901,529,45,2024-06-04 17:36:39,2024-06-04,17,Beauty,Delhi,Delhi,25-34,silver,C,App,COD,1224.37,72.87,0,1151.5,cancelled,,2
30633,1393,399,644,2024-06-10 09:18:53,2024-06-10,9,Food,Delhi,Delhi,25-34,bronze,B,App,UPI,113.63,2.82,39,149.81,delivered,44.73,5
30634,8917,724,1383,2024-06-09 23:37:29,2024-06-09,23,Fashion,Mumbai,Maharashtra,35-44,platinum,C,Website,COD,1825.33,206.86,0,1618.47,delivered,52.4,5
30635,575,698,791,2024-06-14 11:58:12,2024-06-14,11,Food,Delhi,Delhi,35-44,gold,B,Website,Debit Card,182.25,17.15,39,204.1,pending,,3
30636,10570,179,232,2024-06-10 21:31:29,2024-06-10,21,Fashion,Mumbai,Maharashtra,25-34,bronze,A,App,Debit Card,4012.45,65.85,0,3946.6,delivered,17.68,5
30637,2938,569,1592,2024-06-08 20:11:04,2024-06-08,20,Food,Delhi,Delhi,18-24,gold,B,App,Credit Card,495.76,30.01,39,504.75,delivered,5.77,4
30638,5700,684,260,2024-06-11 19:25:57,2024-06-11,19,Books,Ahmedabad,Gujarat,45-54,bronze,B,App,COD,116.71,3.08,59,172.63,pending,,2
30639,3944,436,625,2024-06-15 17:36:24,2024-06-15,17,Grocery,Kolkata,West Bengal,35-44,silver,A,Website,UPI,719.57,38.63,0,680.94,delivered,66.64,4
30640,891,687,1142,2024-06-11 15:18:13,2024-06-11,15,Beauty,Surat,Gujarat,18-24,gold,B,Website,Debit Card,195.68,21.7,59,232.98,delivered,8.31,4
30641,9702,42,1068,2024-06-13 20:30:25,2024-06-13,20,Home & Kitchen,Hyderabad,Telangana,18-24,gold,B,Website,Debit Card,495.66,26.28,49,518.38,delivered,65.12,5
30642,8180,701,379,2024-06-04 14:17:35,2024-06-04,14,Electronics,Surat,Gujarat,25-34,bronze,B,App,COD,14391.0,226.63,0,14164.37,delivered,43.88,4
30643,10069,456,1978,2024-06-05 20:42:54,2024-06-05,20,Grocery,Mumbai,Maharashtra,25-34,silver,C,App,Credit Card,384.54,10.42,39,413.12,delivered,22.21,5
30644,10212,626,1542,2024-06-11 11:54:52,2024-06-11,11,Food,Delhi,Delhi,25-34,silver,C,Website,Debit Card,159.32,8.17,29,180.15,delivered,18.7,5
30645,43,380,1904,2024-06-01 20:25:56,2024-06-01,20,Food,Delhi,Delhi,18-24,silver,C,Website,UPI,655.35,40.23,0,615.12,delivered,61.44,4
30646,1530,634,500,2024-06-14 20:20:15,2024-06-14,20,Fashion,Mumbai,Maharashtra,18-24,bronze,A,App,UPI,1884.75,4.39,0,1880.36,delivered,34.16,3
30647,9578,387,208,2024-06-05 20:04:31,2024-06-05,20,Home & Kitchen,Mumbai,Maharashtra,35-44,bronze,B,Website,UPI,15576.78,63.63,0,15513.15,delivered,91.39,3
30648,11035,551,748,2024-06-15 14:32:33,2024-06-15,14,Fashion,Delhi,Delhi,18-24,silver,C,Website,UPI,1242.71,30.02,0,1212.69,cancelled,,1
30649,10319,443,68,2024-06-05 19:40:41,2024-06-05,19,Electronics,Bangalore,Karnataka,35-44,gold,B,App,UPI,35154.04,3146.92,0,32007.12,delivered,40.79,3
30650,5330,674,1827,2024-06-06 16:00:43,2024-06-06,16,Fashion,Ahmedabad,Gujarat,25-34,gold,B,API,Debit Card,1069.64,112.03,0,957.61,delivered,53.93,4
30651,10261,50,1278,2024-06-04 12:38:31,2024-06-04,12,Food,Delhi,Delhi,35-44,silver,B,App,COD,765.58,18.11,0,747.47,cancelled,,1
30652,9425,616,1770,2024-06-07 16:49:41,2024-06-07,16,Beauty,Delhi,Delhi,25-34,bronze,C,App,Credit Card,1766.59,38.87,0,1727.72,delivered,20.41,5
30653,9339,768,1576,2024-06-05 14:38:56,2024-06-05,14,Food,Bangalore,Karnataka,25-34,gold,A,App,Credit Card,424.77,37.73,59,446.04,delivered,42.84,5
30654,11122,50,1101,2024-06-05 10:58:35,2024-06-05,10,Food,Surat,Gujarat,25-34,bronze,B,App,UPI,522.41,0.59,0,521.82,delivered,20.82,4
30655,5088,445,1897,2024-06-02 03:09:46,2024-06-02,3,Home & Kitchen,Kolkata,West Bengal,18-24,platinum,B,App,Debit Card,608.67,77.53,0,531.14,delivered,18.14,5
30656,8098,336,641,2024-06-12 19:18:19,2024-06-12,19,Home & Kitchen,Mumbai,Maharashtra,25-34,silver,B,Website,UPI,12202.68,372.94,0,11829.74,delivered,2.87,4
30657,3231,507,203,2024-06-07 20:07:34,2024-06-07,20,Fashion,Delhi,Delhi,18-24,bronze,B,Website,UPI,1898.29,33.9,0,1864.39,delivered,25.33,5
30658,2159,521,1174,2024-06-07 13:44:41,2024-06-07,13,Beauty,Delhi,Delhi,18-24,silver,B,App,Credit Card,1237.66,58.95,0,1178.71,delivered,15.67,5
30659,9713,314,1731,2024-06-07 23:31:49,2024-06-07,23,Grocery,Jaipur,Rajasthan,25-34,silver,A,Website,Wallet,1851.4,91.26,0,1760.14,delivered,64.81,3
30660,1835,605,1787,2024-06-01 11:49:48,2024-06-01,11,Electronics,Bangalore,Karnataka,18-24,gold,C,App,Credit Card,50716.59,4348.56,0,46368.03,delivered,22.8,4
30661,2722,739,731,2024-06-14 18:25:12,2024-06-14,18,Electronics,Ahmedabad,Gujarat,45-54,silver,C,Website,UPI,65313.68,4067.29,0,61246.39,pending,,1
30662,7660,150,727,2024-06-12 20:48:39,2024-06-12,20,Food,Delhi,Delhi,18-24,bronze,A,App,UPI,116.54,1.18,59,174.36,delivered,5.09,5
30663,3889,317,914,2024-06-13 19:45:48,2024-06-13,19,Grocery,Kolkata,West Bengal,25-34,bronze,B,App,COD,1224.22,24.55,0,1199.67,delivered,25.58,5
30664,841,380,1386,2024-06-14 14:47:42,2024-06-14,14,Food,Bangalore,Karnataka,18-24,bronze,C,Website,UPI,718.85,20.13,0,698.72,delivered,46.92,4
30665,9018,376,832,2024-06-06 21:23:05,2024-06-06,21,Books,Delhi,Delhi,25-34,silver,A,App,UPI,249.67,13.55,29,265.12,delivered,6.7,5
30666,4367,61,115,2024-06-11 20:23:49,2024-06-11,20,Food,Pune,Maharashtra,25-34,silver,C,Website,Wallet,234.47,5.33,39,268.14,delivered,88.04,2
30667,4692,565,1702,2024-06-07 12:23:39,2024-06-07,12,Grocery,Delhi,Delhi,25-34,bronze,C,App,Debit Card,772.47,1.62,0,770.85,delivered,25.0,5
30668,8716,26,714,2024-06-01 20:13:02,2024-06-01,20,Sports,Mumbai,Maharashtra,25-34,bronze,B,App,COD,8655.43,44.95,0,8610.48,delivered,47.64,4
30669,4940,376,1406,2024-06-14 13:52:54,2024-06-14,13,Electronics,Pune,Maharashtra,35-44,platinum,A,App,Wallet,32917.44,4799.45,0,28117.99,delivered,45.7,5
30670,992,396,914,2024-06-03 12:32:03,2024-06-03,12,Grocery,Pune,Maharashtra,25-34,platinum,C,App,Credit Card,1367.1,208.94,0,1158.16,delivered,31.5,4
30671,2548,507,503,2024-06-09 14:59:19,2024-06-09,14,Sports,Mumbai,Maharashtra,25-34,silver,B,App,UPI,19562.63,719.29,0,18843.34,pending,,1
30672,10121,371,123,2024-06-04 14:51:08,2024-06-04,14,Food,Delhi,Delhi,25-34,bronze,B,App,Wallet,756.78,1.13,0,755.65,delivered,44.55,4
30673,4401,218,589,2024-06-13 02:55:05,2024-06-13,2,Food,Pune,Maharashtra,35-44,bronze,B,Website,Credit Card,443.78,10.0,49,482.78,cancelled,,1
30674,9950,80,802,2024-06-07 12:30:32,2024-06-07,12,Electronics,Bangalore,Karnataka,25-34,bronze,A,App,UPI,43325.68,140.36,0,43185.32,pending,,2
30675,11172,774,1506,2024-06-06 19:21:24,2024-06-06,19,Fashion,Mumbai,Maharashtra,25-34,bronze,B,Website,COD,4780.95,23.2,0,4757.75,delivered,83.73,1
30676,7678,324,201,2024-06-13 14:56:46,2024-06-13,14,Beauty,Hyderabad,Telangana,35-44,bronze,B,Website,UPI,2035.97,18.14,0,2017.83,delivered,94.19,3
30677,9435,252,802,2024-06-01 18:26:29,2024-06-01,18,Electronics,Mumbai,Maharashtra,55+,gold,C,App,UPI,49059.59,5413.73,0,43645.86,delivered,15.11,4
30678,9221,483,1560,2024-06-12 19:07:27,2024-06-12,19,Sports,Bangalore,Karnataka,35-44,platinum,B,Website,UPI,3503.89,534.36,0,2969.53,delivered,94.38,1
30679,1996,89,1244,2024-06-11 23:26:03,2024-06-11,23,Food,Ahmedabad,Gujarat,45-54,silver,C,App,Debit Card,747.06,22.44,0,724.62,delivered,6.33,5
30680,2018,546,969,2024-06-07 15:17:29,2024-06-07,15,Books,Mumbai,Maharashtra,25-34,bronze,B,App,UPI,173.58,4.23,29,198.35,delivered,9.95,5
30681,9305,10,650,2024-06-07 18:24:42,2024-06-07,18,Food,Jaipur,Rajasthan,18-24,gold,B,App,Credit Card,234.17,20.03,59,273.14,delivered,4.79,4
30682,6139,155,1861,2024-06-10 19:52:04,2024-06-10,19,Books,Chennai,Tamil Nadu,18-24,gold,B,App,Debit Card,752.0,68.59,0,683.41,delivered,3.27,4
30683,1280,344,1671,2024-06-10 19:51:56,2024-06-10,19,Electronics,Mumbai,Maharashtra,25-34,silver,B,Website,Credit Card,24818.02,1577.49,0,23240.53,delivered,32.13,4
30684,2195,269,431,2024-06-13 17:58:20,2024-06-13,17,Sports,Kolkata,West Bengal,55+,bronze,B,Website,Credit Card,16889.34,297.27,0,16592.07,delivered,42.6,3
30685,2148,215,1530,2024-06-07 20:18:18,2024-06-07,20,Electronics,Kolkata,West Bengal,45-54,bronze,A,App,UPI,6567.36,165.47,0,6401.89,delivered,25.7,4
30686,8474,106,1369,2024-06-12 19:37:17,2024-06-12,19,Food,Mumbai,Maharashtra,25-34,bronze,B,App,UPI,551.33,15.0,0,536.33,delivered,26.18,4
30687,7485,102,1482,2024-06-05 19:33:20,2024-06-05,19,Food,Hyderabad,Telangana,25-34,platinum,B,API,Debit Card,113.77,15.67,59,157.1,delivered,75.46,3
30688,11323,180,1114,2024-06-11 12:32:49,2024-06-11,12,Grocery,Delhi,Delhi,18-24,gold,A,Website,Credit Card,137.67,12.57,29,154.1,pending,,2
30689,11464,139,1499,2024-06-15 20:35:39,2024-06-15,20,Electronics,Mumbai,Maharashtra,35-44,silver,C,API,UPI,77895.5,4330.87,0,73564.63,delivered,58.89,4
30690,9808,715,96,2024-06-02 17:29:47,2024-06-02,17,Home & Kitchen,Mumbai,Maharashtra,25-34,platinum,B,Website,Wallet,8413.24,1032.49,0,7380.75,delivered,25.34,4
30691,1672,325,398,2024-06-08 21:46:32,2024-06-08,21,Electronics,Delhi,Delhi,35-44,bronze,B,API,Credit Card,22918.6,160.86,0,22757.74,delivered,6.65,4
30692,4266,271,1098,2024-06-12 10:05:07,2024-06-12,10,Beauty,Pune,Maharashtra,25-34,silver,B,App,UPI,1115.75,38.07,0,1077.68,delivered,39.54,3
30693,7237,204,659,2024-06-01 14:49:12,2024-06-01,14,Books,Pune,Maharashtra,35-44,bronze,B,App,Debit Card,721.34,3.61,0,717.73,delivered,16.44,5
30694,5839,388,164,2024-06-14 19:44:56,2024-06-14,19,Food,Mumbai,Maharashtra,18-24,bronze,B,Website,Credit Card,175.86,0.9,59,233.96,cancelled,,1
30695,2989,15,1101,2024-06-03 21:42:24,2024-06-03,21,Food,Pune,Maharashtra,35-44,silver,A,App,Debit Card,397.4,18.58,49,427.82,delivered,17.61,4
30696,7615,512,295,2024-06-01 21:04:33,2024-06-01,21,Beauty,Mumbai,Maharashtra,55+,platinum,B,API,Credit Card,2964.15,568.91,0,2395.24,delivered,64.57,5
30697,2086,316,1463,2024-06-02 18:12:08,2024-06-02,18,Food,Kolkata,West Bengal,25-34,bronze,B,App,UPI,543.59,4.13,0,539.46,cancelled,,2
30698,1075,704,1424,2024-06-05 20:17:37,2024-06-05,20,Electronics,Kolkata,West Bengal,25-34,silver,B,App,Credit Card,18720.76,957.22,0,17763.54,delivered,4.21,5
30699,11226,20,28,2024-06-02 14:05:14,2024-06-02,14,Food,Bangalore,Karnataka,25-34,platinum,B,Website,Credit Card,365.97,63.93,49,351.04,delivered,83.42,1
30700,2917,428,21,2024-06-14 10:02:19,2024-06-14,10,Beauty,Ahmedabad,Gujarat,18-24,bronze,B,Website,UPI,462.72,6.17,29,485.55,delivered,27.57,4
30701,3361,312,145,2024-06-03 16:02:53,2024-06-03,16,Fashion,Mumbai,Maharashtra,18-24,platinum,C,App,UPI,791.71,142.63,0,649.08,delivered,34.97,4
30702,8938,509,314,2024-06-06 22:58:22,2024-06-06,22,Electronics,Delhi,Delhi,35-44,bronze,C,App,Credit Card,7178.26,180.94,0,6997.32,returned,,2
30703,5304,327,1417,2024-06-01 14:14:26,2024-06-01,14,Fashion,Chennai,Tamil Nadu,25-34,bronze,A,App,UPI,1981.37,1.05,0,1980.32,delivered,42.31,4
30704,7566,39,640,2024-06-06 17:31:25,2024-06-06,17,Sports,Delhi,Delhi,18-24,silver,B,App,Credit Card,15680.46,1009.91,0,14670.55,delivered,45.74,5
30705,2984,292,1938,2024-06-04 22:14:32,2024-06-04,22,Books,Surat,Gujarat,25-34,gold,B,App,Wallet,789.36,64.91,0,724.45,delivered,26.53,3
30706,8703,588,1185,2024-06-09 09:43:10,2024-06-09,9,Food,Mumbai,Maharashtra,35-44,bronze,C,Website,Credit Card,632.11,11.38,0,620.73,delivered,63.89,4
30707,5276,595,1320,2024-06-11 07:25:20,2024-06-11,7,Sports,Mumbai,Maharashtra,45-54,silver,C,API,Credit Card,4763.14,232.74,0,4530.4,delivered,77.11,2
30708,8852,336,1826,2024-06-08 18:22:40,2024-06-08,18,Food,Chennai,Tamil Nadu,25-34,silver,B,Website,Wallet,474.02,26.44,29,476.58,delivered,21.41,5
30709,4721,257,656,2024-06-03 13:24:45,2024-06-03,13,Electronics,Pune,Maharashtra,45-54,silver,A,App,UPI,17732.96,1078.91,0,16654.05,delivered,28.76,4
30710,9185,545,500,2024-06-13 19:29:24,2024-06-13,19,Fashion,Jaipur,Rajasthan,25-34,bronze,B,Website,Wallet,1894.44,47.94,0,1846.5,delivered,63.21,4
30711,10848,306,1980,2024-06-10 14:35:05,2024-06-10,14,Food,Delhi,Delhi,35-44,bronze,A,App,UPI,556.76,7.26,0,549.5,returned,,1
30712,6632,168,1705,2024-06-01 16:57:28,2024-06-01,16,Fashion,Chennai,Tamil Nadu,35-44,platinum,B,App,UPI,1801.42,313.39,0,1488.03,delivered,35.22,4
30713,9819,409,324,2024-06-14 22:54:33,2024-06-14,22,Fashion,Chennai,Tamil Nadu,25-34,platinum,B,App,Credit Card,1502.23,160.77,0,1341.46,delivered,36.07,5
30714,3162,754,488,2024-06-11 16:49:35,2024-06-11,16,Food,Chennai,Tamil Nadu,18-24,bronze,C,App,UPI,274.42,7.58,29,295.84,delivered,9.96,4
30715,8613,535,948,2024-06-12 19:09:34,2024-06-12,19,Sports,Hyderabad,Telangana,45-54,bronze,A,Website,Credit Card,10225.94,267.79,0,9958.15,delivered,82.07,3
30716,6567,76,799,2024-06-07 23:09:39,2024-06-07,23,Home & Kitchen,Bangalore,Karnataka,18-24,silver,C,App,Debit Card,6790.54,323.89,0,6466.65,delivered,20.15,4
30717,5919,111,711,2024-06-15 14:28:49,2024-06-15,14,Grocery,Kolkata,West Bengal,18-24,silver,A,Website,Credit Card,684.21,32.5,0,651.71,delivered,2.66,5
30718,3083,157,187,2024-06-07 01:10:17,2024-06-07,1,Electronics,Mumbai,Maharashtra,35-44,bronze,B,App,COD,19974.45,355.67,0,19618.78,delivered,15.38,5
30719,10406,342,444,2024-06-09 19:45:53,2024-06-09,19,Food,Ahmedabad,Gujarat,25-34,bronze,A,App,Credit Card,375.39,5.56,29,398.83,delivered,45.72,3
30720,6129,378,1880,2024-06-08 18:44:50,2024-06-08,18,Books,Mumbai,Maharashtra,25-34,bronze,B,App,UPI,109.3,3.02,29,135.28,delivered,33.55,5
30721,7168,787,789,2024-06-05 13:41:09,2024-06-05,13,Beauty,Surat,Gujarat,35-44,bronze,B,Website,Wallet,1058.88,29.82,0,1029.06,delivered,53.72,4
30722,3583,221,114,2024-06-13 19:01:15,2024-06-13,19,Books,Chennai,Tamil Nadu,18-24,platinum,B,Website,UPI,1517.5,161.28,0,1356.22,delivered,23.65,5
30723,6578,282,1985,2024-06-08 20:15:57,2024-06-08,20,Books,Delhi,Delhi,18-24,bronze,B,App,Credit Card,278.09,8.06,59,329.03,delivered,31.26,3
30724,3453,238,956,2024-06-09 12:22:29,2024-06-09,12,Sports,Mumbai,Maharashtra,18-24,bronze,B,Website,UPI,4324.56,77.79,0,4246.77,delivered,40.26,3
30725,9282,187,1882,2024-06-14 11:32:59,2024-06-14,11,Home & Kitchen,Delhi,Delhi,18-24,bronze,A,App,UPI,13979.84,241.23,0,13738.61,cancelled,,1
30726,7632,396,1416,2024-06-04 19:46:06,2024-06-04,19,Beauty,Pune,Maharashtra,45-54,silver,C,Website,UPI,826.64,28.38,0,798.26,delivered,12.2,5
30727,10174,710,1974,2024-06-06 15:37:38,2024-06-06,15,Electronics,Ahmedabad,Gujarat,18-24,silver,C,App,Credit Card,4971.23,322.86,0,4648.37,delivered,26.74,4
30728,6637,654,1137,2024-06-05 09:04:14,2024-06-05,9,Fashion,Kolkata,West Bengal,25-34,bronze,C,Website,Wallet,2674.84,35.57,0,2639.27,cancelled,,2
30729,8902,101,1552,2024-06-09 09:57:01,2024-06-09,9,Fashion,Pune,Maharashtra,18-24,gold,B,Website,Debit Card,1774.46,97.33,0,1677.13,delivered,63.79,3
30730,664,339,954,2024-06-13 00:21:45,2024-06-13,0,Food,Mumbai,Maharashtra,35-44,bronze,B,App,Wallet,142.41,1.39,39,180.02,delivered,5.56,4
30731,4766,767,1700,2024-06-03 08:14:03,2024-06-03,8,Home & Kitchen,Chennai,Tamil Nadu,25-34,gold,B,Website,COD,6191.84,587.06,0,5604.78,delivered,31.59,3
30732,66,741,35,2024-06-06 19:56:31,2024-06-06,19,Fashion,Chennai,Tamil Nadu,25-34,silver,C,App,Debit Card,2513.78,159.97,0,2353.81,delivered,1.62,5
30733,5292,708,1032,2024-06-13 22:09:55,2024-06-13,22,Home & Kitchen,Kolkata,West Bengal,35-44,bronze,C,App,UPI,13343.44,29.42,0,13314.02,delivered,40.05,3
30734,3805,331,1318,2024-06-11 20:07:17,2024-06-11,20,Food,Kolkata,West Bengal,25-34,silver,A,App,UPI,145.13,4.08,49,190.05,delivered,11.95,4
30735,8260,209,827,2024-06-14 16:20:48,2024-06-14,16,Books,Ahmedabad,Gujarat,25-34,bronze,B,App,Debit Card,334.62,1.28,59,392.34,delivered,8.41,5
30736,2854,369,663,2024-06-10 19:13:05,2024-06-10,19,Food,Chennai,Tamil Nadu,45-54,gold,B,App,UPI,171.78,14.47,39,196.31,delivered,26.03,5
30737,11211,278,1519,2024-06-08 18:05:21,2024-06-08,18,Food,Pune,Maharashtra,25-34,bronze,A,App,Wallet,533.61,14.25,0,519.36,delivered,45.3,4
30738,4763,677,703,2024-06-05 12:07:45,2024-06-05,12,Food,Pune,Maharashtra,25-34,bronze,B,Website,UPI,508.34,2.46,0,505.88,delivered,66.32,4
30739,116,711,691,2024-06-15 14:25:14,2024-06-15,14,Electronics,Jaipur,Rajasthan,45-54,gold,B,App,Credit Card,706.16,35.54,0,670.62,delivered,30.0,4
30740,5740,427,486,2024-06-03 16:08:27,2024-06-03,16,Fashion,Bangalore,Karnataka,25-34,bronze,B,Website,Credit Card,2103.29,4.0,0,2099.29,cancelled,,1
30741,3426,500,1666,2024-06-12 12:00:30,2024-06-12,12,Sports,Chennai,Tamil Nadu,35-44,bronze,B,App,Debit Card,8285.32,245.65,0,8039.67,pending,,2
30742,6620,622,1095,2024-06-11 22:11:56,2024-06-11,22,Books,Delhi,Delhi,35-44,silver,A,Website,UPI,651.66,25.94,0,625.72,delivered,94.29,3
30743,3143,414,1775,2024-06-04 12:44:46,2024-06-04,12,Home & Kitchen,Delhi,Delhi,35-44,bronze,B,API,Credit Card,6532.93,174.01,0,6358.92,delivered,40.51,4
30744,11426,482,528,2024-06-08 19:56:31,2024-06-08,19,Grocery,Mumbai,Maharashtra,18-24,silver,A,App,Debit Card,265.59,14.37,29,280.22,delivered,35.94,4
30745,1985,301,263,2024-06-06 13:15:30,2024-06-06,13,Electronics,Delhi,Delhi,45-54,gold,A,Website,UPI,20127.78,1013.26,0,19114.52,delivered,83.36,3
30746,4792,41,843,2024-06-12 16:41:17,2024-06-12,16,Fashion,Mumbai,Maharashtra,25-34,silver,B,Website,Credit Card,610.97,22.06,0,588.91,delivered,37.41,4
30747,7368,455,1866,2024-06-02 19:01:50,2024-06-02,19,Sports,Delhi,Delhi,35-44,silver,A,App,UPI,13086.45,439.05,0,12647.4,pending,,2
30748,4506,784,1007,2024-06-11 20:50:24,2024-06-11,20,Sports,Hyderabad,Telangana,18-24,bronze,B,App,Wallet,9972.77,141.4,0,9831.37,delivered,21.75,5
30749,6344,59,435,2024-06-02 12:26:03,2024-06-02,12,Food,Delhi,Delhi,35-44,gold,B,App,Credit Card,551.95,28.35,0,523.6,delivered,46.14,4
30750,11328,562,170,2024-06-06 17:01:46,2024-06-06,17,Grocery,Hyderabad,Telangana,45-54,gold,B,API,UPI,1509.43,131.04,0,1378.39,delivered,76.16,1
30751,7164,536,881,2024-06-14 18:16:49,2024-06-14,18,Fashion,Pune,Maharashtra,25-34,gold,C,App,UPI,2279.37,202.67,0,2076.7,delivered,6.1,5
30752,8240,63,1160,2024-06-15 06:08:15,2024-06-15,6,Beauty,Mumbai,Maharashtra,55+,silver,A,App,Debit Card,2643.55,82.22,0,2561.33,delivered,45.31,4
30753,2556,585,406,2024-06-05 20:12:06,2024-06-05,20,Sports,Jaipur,Rajasthan,25-34,gold,B,App,Debit Card,20320.58,2067.15,0,18253.43,delivered,1.73,5
30754,2267,441,973,2024-06-14 18:51:26,2024-06-14,18,Food,Delhi,Delhi,55+,bronze,A,Website,Credit Card,625.68,13.72,0,611.96,delivered,70.19,3
30755,3885,351,388,2024-06-13 18:51:45,2024-06-13,18,Grocery,Chennai,Tamil Nadu,35-44,silver,B,App,UPI,193.1,6.84,39,225.26,delivered,42.81,3
30756,11957,738,1414,2024-06-07 11:12:40,2024-06-07,11,Grocery,Mumbai,Maharashtra,45-54,bronze,A,Website,Credit Card,1962.51,45.5,0,1917.01,delivered,61.26,4
30757,3083,761,1860,2024-06-04 16:59:13,2024-06-04,16,Electronics,Mumbai,Maharashtra,35-44,bronze,B,App,UPI,63331.69,1620.5,0,61711.19,delivered,44.91,3
30758,11937,339,291,2024-06-06 17:05:57,2024-06-06,17,Beauty,Kolkata,West Bengal,18-24,bronze,B,Website,Credit Card,300.05,0.34,29,328.71,returned,,3
30759,10253,739,1283,2024-06-05 13:01:42,2024-06-05,13,Fashion,Ahmedabad,Gujarat,25-34,gold,C,App,UPI,3678.27,274.43,0,3403.84,delivered,38.99,5
30760,635,696,1817,2024-06-07 19:19:59,2024-06-07,19,Beauty,Mumbai,Maharashtra,55+,silver,C,Website,UPI,1463.02,78.24,0,1384.78,delivered,71.54,4
30761,10943,155,382,2024-06-14 07:23:54,2024-06-14,7,Grocery,Delhi,Delhi,18-24,bronze,B,App,COD,339.58,5.38,59,393.2,delivered,16.29,4
30762,6503,244,1190,2024-06-03 16:21:10,2024-06-03,16,Home & Kitchen,Chennai,Tamil Nadu,18-24,bronze,A,Website,Debit Card,5165.6,16.66,0,5148.94,delivered,55.03,4
30763,3081,191,1802,2024-06-13 07:39:44,2024-06-13,7,Books,Delhi,Delhi,35-44,bronze,C,App,UPI,731.73,19.05,0,712.68,delivered,3.4,5
30764,5678,162,179,2024-06-09 15:36:18,2024-06-09,15,Sports,Kolkata,West Bengal,25-34,silver,C,Website,UPI,10735.52,419.91,0,10315.61,delivered,22.78,5
30765,8816,419,637,2024-06-11 21:29:13,2024-06-11,21,Home & Kitchen,Surat,Gujarat,18-24,silver,A,App,UPI,13355.85,910.87,0,12444.98,delivered,18.35,5
30766,9503,636,1004,2024-06-14 15:25:53,2024-06-14,15,Food,Chennai,Tamil Nadu,25-34,bronze,A,App,Debit Card,641.7,1.32,0,640.38,pending,,1
30767,1183,200,330,2024-06-08 23:40:13,2024-06-08,23,Electronics,Kolkata,West Bengal,25-34,silver,A,Website,Credit Card,64603.23,4192.72,0,60410.51,delivered,92.37,3
30768,11445,201,1195,2024-06-03 20:15:12,2024-06-03,20,Sports,Delhi,Delhi,18-24,gold,B,Website,COD,8172.83,623.98,0,7548.85,delivered,73.07,1
